flight_id,flight_number,flight_date,airline_code,aircraft_id,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_min,arrival_delay_min,distance_km,passengers,status
1023,AC683,2025-04-18,AC,1,YYC,YYZ,2025-04-18 16:55:00,2025-04-18 16:53:00,2025-04-18 20:56:00,2025-04-18 20:52:00,-2,-4,2689,112,À l'heure
1024,AC343,2025-04-18,AC,9,YUL,JFK,2025-04-18 19:15:00,2025-04-18 21:02:00,2025-04-18 20:29:00,2025-04-18 22:03:00,107,94,537,157,Retardé
1025,PD164,2025-04-18,PD,30,YQB,YUL,2025-04-18 19:55:00,2025-04-18 19:51:00,2025-04-18 20:41:00,2025-04-18 20:46:00,-4,5,233,57,À l'heure
1026,AC1908,2025-04-18,AC,11,YYZ,LHR,2025-04-18 21:20:00,2025-04-18 21:27:00,2025-04-19 05:08:00,2025-04-19 05:04:00,7,-4,5707,240,À l'heure
1027,AC1605,2025-04-19,AC,13,CDG,YUL,2025-04-19 07:25:00,2025-04-19 07:35:00,2025-04-19 14:52:00,2025-04-19 15:03:00,10,11,5523,232,À l'heure
1028,AC1191,2025-04-19,AC,7,LAX,YUL,2025-04-19 07:50:00,2025-04-19 07:50:00,2025-04-19 13:27:00,2025-04-19 13:25:00,0,-2,3973,157,À l'heure
1029,AC1963,2025-04-19,AC,6,YYZ,YYC,2025-04-19 08:30:00,2025-04-19 08:32:00,2025-04-19 12:19:00,2025-04-19 12:18:00,2,-1,2689,143,À l'heure
1030,F81581,2025-04-19,F8,41,YYC,YWG,2025-04-19 10:00:00,2025-04-19 12:18:00,2025-04-19 11:53:00,2025-04-19 14:12:00,138,139,1191,135,Retardé
1031,UA104,2025-04-19,UA,43,ORD,YYZ,2025-04-19 11:35:00,2025-04-19 11:34:00,2025-04-19 13:04:00,2025-04-19 13:13:00,-1,9,701,110,À l'heure
1032,AC329,2025-04-19,AC,9,YEG,YVR,2025-04-19 12:30:00,2025-04-19 12:33:00,2025-04-19 13:59:00,2025-04-19 14:09:00,3,10,809,114,À l'heure
1033,WS771,2025-04-19,WS,20,YHZ,YYZ,2025-04-19 13:15:00,2025-04-19 13:11:00,2025-04-19 15:19:00,2025-04-19 15:21:00,-4,2,1288,112,À l'heure
1034,AC1047,2025-04-19,AC,7,JFK,YUL,2025-04-19 13:20:00,2025-04-19 13:41:00,2025-04-19 14:35:00,2025-04-19 15:01:00,21,26,537,129,Retardé
1035,AC317,2025-04-19,AC,5,YYC,YUL,2025-04-19 14:45:00,2025-04-19 14:44:00,2025-04-19 19:05:00,2025-04-19 19:08:00,-1,3,3005,143,À l'heure
1036,PD1846,2025-04-19,PD,27,YOW,YYZ,2025-04-19 17:50:00,2025-04-19 17:50:00,2025-04-19 18:43:00,2025-04-19 18:35:00,0,-8,363,109,À l'heure
1037,F81728,2025-04-19,F8,42,YVR,YYC,2025-04-19 18:05:00,2025-04-19 17:59:00,2025-04-19 19:23:00,2025-04-19 19:26:00,-6,3,687,153,À l'heure
1038,AF1078,2025-04-19,AF,55,YUL,CDG,2025-04-19 18:10:00,2025-04-19 18:17:00,2025-04-20 01:41:00,2025-04-20 01:52:00,7,11,5523,237,À l'heure
1039,AC651,2025-04-19,AC,4,YVR,YYZ,2025-04-19 18:35:00,2025-04-19 19:00:00,2025-04-19 23:17:00,2025-04-19 23:50:00,25,33,3346,157,Retardé
1040,WS1144,2025-04-19,WS,20,YUL,YYZ,2025-04-19 21:00:00,2025-04-19 21:34:00,2025-04-19 22:18:00,2025-04-19 22:44:00,34,26,507,146,Retardé
1041,TS1706,2025-04-20,TS,33,YUL,CUN,2025-04-20 08:55:00,2025-04-20 08:56:00,2025-04-20 13:14:00,2025-04-20 13:08:00,1,-6,2970,136,À l'heure
1042,AC814,2025-04-20,AC,5,YUL,CUN,2025-04-20 14:30:00,2025-04-20 14:40:00,2025-04-20 18:49:00,2025-04-20 18:49:00,10,0,2970,125,À l'heure
1043,WS725,2025-04-20,WS,18,CUN,YUL,2025-04-20 20:50:00,2025-04-20 21:05:00,2025-04-21 00:59:00,2025-04-21 01:12:00,15,13,2970,108,À l'heure
1044,AC1426,2025-04-20,AC,9,YUL,JFK,2025-04-20 21:05:00,2025-04-20 21:10:00,2025-04-20 22:17:00,2025-04-20 22:23:00,5,6,537,166,À l'heure
1045,WS921,2025-04-20,WS,19,YUL,YYC,2025-04-20 21:50:00,2025-04-20 21:48:00,2025-04-21 02:17:00,2025-04-21 02:05:00,-2,-12,3005,122,À l'heure
1046,AC753,2025-04-21,AC,3,YUL,YYZ,2025-04-21 10:05:00,2025-04-21 11:50:00,2025-04-21 11:18:00,2025-04-21 12:52:00,105,94,507,162,Retardé
1047,PD774,2025-04-21,PD,31,YUL,YHZ,2025-04-21 10:10:00,2025-04-21 10:09:00,2025-04-21 11:33:00,2025-04-21 11:32:00,-1,-1,804,66,À l'heure
1048,WS1536,2025-04-21,WS,20,YYC,YEG,2025-04-21 11:05:00,2025-04-21 11:07:00,2025-04-21 11:47:00,2025-04-21 11:58:00,2,11,244,148,À l'heure
1049,WS1069,2025-04-21,WS,18,YUL,YVR,2025-04-21 11:15:00,2025-04-21 12:06:00,2025-04-21 16:25:00,2025-04-21 17:24:00,51,59,3682,119,Retardé
1050,AC640,2025-04-21,AC,10,YHZ,YUL,2025-04-21 13:45:00,2025-04-21 13:45:00,2025-04-21 15:16:00,2025-04-21 15:05:00,0,-11,804,136,À l'heure
1051,WS1239,2025-04-21,WS,19,YYZ,YUL,2025-04-21 14:00:00,2025-04-21 13:57:00,2025-04-21 15:01:00,2025-04-21 14:57:00,-3,-4,507,138,À l'heure
1052,WS1038,2025-04-21,WS,19,YYZ,YYC,2025-04-21 17:35:00,2025-04-21 17:41:00,2025-04-21 21:24:00,2025-04-21 21:37:00,6,13,2689,127,À l'heure
1053,F8186,2025-04-21,F8,40,YYC,YYZ,2025-04-21 17:40:00,2025-04-21 17:38:00,2025-04-21 21:29:00,2025-04-21 21:15:00,-2,-14,2689,121,À l'heure
1054,F81895,2025-04-21,F8,41,YWG,YYC,2025-04-21 19:05:00,2025-04-21 19:10:00,2025-04-21 21:08:00,2025-04-21 21:06:00,5,-2,1191,132,À l'heure
1055,WS1031,2025-04-21,WS,20,YEG,YYC,2025-04-21 21:00:00,2025-04-21 21:00:00,2025-04-21 21:40:00,2025-04-21 21:41:00,0,1,244,113,À l'heure
1056,AC775,2025-04-21,AC,6,YYZ,YWG,2025-04-21 21:50:00,2025-04-21 21:52:00,2025-04-22 00:18:00,2025-04-22 00:19:00,2,1,1504,166,À l'heure
1057,PD107,2025-04-22,PD,28,YOW,YUL,2025-04-22 08:00:00,2025-04-22 08:04:00,2025-04-22 08:47:00,2025-04-22 08:50:00,4,3,151,85,À l'heure
1058,PD707,2025-04-22,PD,31,YYZ,YUL,2025-04-22 08:25:00,2025-04-22 08:24:00,2025-04-22 09:27:00,2025-04-22 09:36:00,-1,9,507,48,À l'heure
1059,F81458,2025-04-22,F8,39,YYZ,YVR,2025-04-22 11:35:00,2025-04-22 11:41:00,2025-04-22 16:26:00,2025-04-22 16:38:00,6,12,3346,144,À l'heure
1060,AC878,2025-04-22,AC,6,YYZ,YUL,2025-04-22 12:50:00,2025-04-22 12:51:00,2025-04-22 14:08:00,2025-04-22 13:57:00,1,-11,507,179,À l'heure
1061,DL1537,2025-04-22,DL,51,YVR,LAX,2025-04-22 13:55:00,2025-04-22 13:59:00,2025-04-22 16:33:00,2025-04-22 16:26:00,4,-7,1741,92,À l'heure
1062,WS1627,2025-04-22,WS,19,YVR,YYC,2025-04-22 18:55:00,2025-04-22 20:01:00,2025-04-22 20:10:00,2025-04-22 21:24:00,66,74,687,140,Retardé
1063,AC1833,2025-04-22,AC,8,YUL,LAX,2025-04-22 19:10:00,2025-04-22 19:42:00,2025-04-23 00:44:00,2025-04-23 01:14:00,32,30,3973,154,Retardé
1064,PD1257,2025-04-23,PD,25,YUL,YOW,2025-04-23 10:20:00,2025-04-23 14:15:00,2025-04-23 11:02:00,2025-04-23 15:01:00,235,239,151,121,Retardé
1065,AF697,2025-04-23,AF,57,CDG,YUL,2025-04-23 11:40:00,2025-04-23 11:40:00,2025-04-23 19:08:00,2025-04-23 19:09:00,0,1,5523,248,À l'heure
1066,WS1132,2025-04-23,WS,19,YEG,YYC,2025-04-23 16:15:00,2025-04-23 16:27:00,2025-04-23 17:03:00,2025-04-23 17:08:00,12,5,244,137,À l'heure
1067,AC369,2025-04-23,AC,15,YUL,LHR,2025-04-23 17:05:00,2025-04-23 17:22:00,2025-04-24 00:09:00,2025-04-24 00:26:00,17,17,5215,290,Retardé
1068,TS607,2025-04-23,TS,36,YUL,CDG,2025-04-23 17:40:00,2025-04-23 17:50:00,2025-04-24 01:06:00,2025-04-24 01:26:00,10,20,5523,280,Retardé
1069,F81092,2025-04-23,F8,42,YVR,YYZ,2025-04-23 18:00:00,2025-04-23 17:57:00,2025-04-23 22:40:00,2025-04-23 22:27:00,-3,-13,3346,113,À l'heure
1070,AC1757,2025-04-23,AC,1,YUL,YYC,2025-04-23 19:00:00,2025-04-23 19:00:00,2025-04-23 23:19:00,2025-04-23 23:26:00,0,7,3005,116,À l'heure
1071,PD844,2025-04-23,PD,30,YYZ,YOW,2025-04-23 19:50:00,2025-04-23 20:06:00,2025-04-23 20:53:00,2025-04-23 21:08:00,16,15,363,67,À l'heure
1072,F8999,2025-04-23,F8,40,YVR,YUL,2025-04-23 21:25:00,2025-04-23 21:36:00,2025-04-24 02:40:00,2025-04-24 02:44:00,11,4,3682,157,À l'heure
1073,AC1905,2025-04-24,AC,7,YVR,YYC,2025-04-24 11:30:00,2025-04-24 14:04:00,2025-04-24 13:00:00,2025-04-24 15:23:00,154,143,687,125,Retardé
1074,PD1512,2025-04-24,PD,29,YYZ,YUL,2025-04-24 13:00:00,2025-04-24 13:13:00,2025-04-24 14:04:00,2025-04-24 14:14:00,13,10,507,72,À l'heure
1075,AC684,2025-04-24,AC,8,YVR,LAX,2025-04-24 13:35:00,2025-04-24 13:35:00,2025-04-24 16:24:00,2025-04-24 16:21:00,0,-3,1741,158,À l'heure
1076,WS1211,2025-04-24,WS,19,YWG,YYC,2025-04-24 14:25:00,2025-04-24 14:39:00,2025-04-24 16:35:00,2025-04-24 16:53:00,14,18,1191,155,Retardé
1077,PD775,2025-04-24,PD,27,YOW,YUL,2025-04-24 14:45:00,2025-04-24 14:46:00,2025-04-24 15:31:00,2025-04-24 15:37:00,1,6,151,109,À l'heure
1078,AC1177,2025-04-24,AC,3,YUL,LAX,2025-04-24 14:50:00,2025-04-24 15:00:00,2025-04-24 20:26:00,2025-04-24 20:35:00,10,9,3973,164,À l'heure
1079,AC1936,2025-04-24,AC,10,YYZ,YVR,2025-04-24 16:10:00,2025-04-24 16:24:00,2025-04-24 20:50:00,2025-04-24 21:10:00,14,20,3346,134,Retardé
1080,PD398,2025-04-24,PD,27,YUL,YYZ,2025-04-24 18:55:00,2025-04-24 18:52:00,2025-04-24 20:12:00,2025-04-24 20:10:00,-3,-2,507,123,À l'heure
1081,AC537,2025-04-24,AC,2,YUL,YVR,2025-04-24 20:15:00,2025-04-24 20:33:00,2025-04-25 01:19:00,2025-04-25 01:43:00,18,24,3682,118,Retardé
1082,AC543,2025-04-24,AC,3,YUL,JFK,2025-04-24 20:15:00,2025-04-24 20:28:00,2025-04-24 21:23:00,2025-04-24 21:37:00,13,14,537,158,À l'heure
1083,WS914,2025-04-24,WS,17,YUL,YYZ,2025-04-24 21:45:00,2025-04-24 21:56:00,2025-04-24 22:47:00,2025-04-24 23:07:00,11,20,507,112,Retardé
1084,PD1633,2025-04-25,PD,26,YYZ,YUL,2025-04-25 07:40:00,2025-04-25 08:05:00,2025-04-25 08:48:00,2025-04-25 09:06:00,25,18,507,107,Retardé
1085,F8262,2025-04-25,F8,40,YYC,YYZ,2025-04-25 08:10:00,2025-04-25 08:12:00,2025-04-25 12:04:00,2025-04-25 12:06:00,2,2,2689,161,À l'heure
1086,WS1866,2025-04-25,WS,19,YYC,YYZ,2025-04-25 09:05:00,2025-04-25 09:22:00,2025-04-25 13:00:00,2025-04-25 13:03:00,17,3,2689,158,À l'heure
1087,PD366,2025-04-25,PD,30,YOW,YYZ,2025-04-25 10:15:00,2025-04-25 14:07:00,2025-04-25 11:13:00,2025-04-25 15:12:00,232,239,363,56,Retardé
1088,WS1453,2025-04-25,WS,18,YEG,YVR,2025-04-25 15:30:00,2025-04-25 15:33:00,2025-04-25 17:04:00,2025-04-25 17:08:00,3,4,809,133,À l'heure
1089,WS1321,2025-04-25,WS,20,YYZ,YWG,2025-04-25 17:00:00,2025-04-25 17:03:00,2025-04-25 19:28:00,2025-04-25 19:36:00,3,8,1504,145,À l'heure
1090,AC1321,2025-04-25,AC,14,YYZ,LHR,2025-04-25 17:00:00,2025-04-25 17:03:00,2025-04-26 00:52:00,2025-04-26 00:47:00,3,-5,5707,244,À l'heure
1091,AC549,2025-04-25,AC,6,YUL,CUN,2025-04-25 18:30:00,2025-04-25 18:43:00,2025-04-25 22:40:00,2025-04-25 23:00:00,13,20,2970,148,Retardé
1092,WS1083,2025-04-25,WS,19,YWG,YYZ,2025-04-25 21:20:00,2025-04-25 21:22:00,2025-04-25 23:46:00,2025-04-25 23:38:00,2,-8,1504,118,À l'heure
1093,AC1881,2025-04-26,AC,10,YYC,YVR,2025-04-26 07:20:00,2025-04-26 07:21:00,2025-04-26 08:40:00,2025-04-26 08:49:00,1,9,687,125,À l'heure
1094,AC1870,2025-04-26,AC,2,YYZ,YVR,2025-04-26 08:00:00,2025-04-26 08:02:00,2025-04-26 12:51:00,2025-04-26 12:50:00,2,-1,3346,134,À l'heure
1095,AC1509,2025-04-26,AC,4,ORD,YUL,2025-04-26 14:35:00,2025-04-26 14:30:00,2025-04-26 16:36:00,2025-04-26 16:29:00,-5,-7,1201,164,À l'heure
1096,PD639,2025-04-26,PD,30,YYZ,YUL,2025-04-26 15:25:00,2025-04-26 15:27:00,2025-04-26 16:38:00,2025-04-26 16:30:00,2,-8,507,59,À l'heure
1097,WS596,2025-04-26,WS,17,YYC,YVR,2025-04-26 15:40:00,2025-04-26 15:41:00,2025-04-26 16:56:00,2025-04-26 17:06:00,1,10,687,142,À l'heure
1098,AC997,2025-04-26,AC,4,JFK,YUL,2025-04-26 15:55:00,2025-04-26 16:08:00,2025-04-26 17:02:00,2025-04-26 17:10:00,13,8,537,160,À l'heure
1099,WS1452,2025-04-26,WS,18,YYZ,YYC,2025-04-26 17:30:00,2025-04-26 17:33:00,2025-04-26 21:24:00,2025-04-26 21:20:00,3,-4,2689,145,À l'heure
1100,AC1371,2025-04-26,AC,14,LHR,YUL,2025-04-26 17:45:00,2025-04-26 17:48:00,2025-04-27 00:46:00,2025-04-27 00:41:00,3,-5,5215,253,À l'heure
1101,AC1585,2025-04-26,AC,2,LAX,YVR,2025-04-26 18:05:00,2025-04-26 18:09:00,2025-04-26 20:57:00,2025-04-26 20:58:00,4,1,1741,132,À l'heure
1102,UA850,2025-04-26,UA,43,YYZ,ORD,2025-04-26 21:10:00,2025-04-26 21:07:00,2025-04-26 22:37:00,2025-04-26 22:44:00,-3,7,701,118,À l'heure
1103,PD1150,2025-04-26,PD,26,YQB,YUL,2025-04-26 21:30:00,2025-04-26 21:58:00,2025-04-26 22:11:00,2025-04-26 22:26:00,28,15,233,124,À l'heure
1104,UA1278,2025-04-27,UA,48,ORD,YYZ,2025-04-27 07:05:00,2025-04-27 07:05:00,2025-04-27 08:33:00,2025-04-27 08:29:00,0,-4,701,121,À l'heure
1105,AC950,2025-04-27,AC,1,YHZ,YYZ,2025-04-27 08:05:00,2025-04-27 08:10:00,2025-04-27 10:19:00,2025-04-27 10:17:00,5,-2,1288,131,À l'heure
1106,AC1086,2025-04-27,AC,10,YUL,CUN,2025-04-27 08:30:00,2025-04-27 08:31:00,2025-04-27 12:39:00,2025-04-27 12:37:00,1,-2,2970,122,À l'heure
1107,AC1009,2025-04-27,AC,6,LAX,YUL,2025-04-27 08:40:00,2025-04-27 08:40:00,2025-04-27 14:06:00,2025-04-27 13:55:00,0,-11,3973,155,À l'heure
1108,AC986,2025-04-27,AC,7,CUN,YUL,2025-04-27 11:00:00,2025-04-27 11:01:00,2025-04-27 15:12:00,2025-04-27 15:09:00,1,-3,2970,127,À l'heure
1109,AC1091,2025-04-27,AC,9,YUL,YQB,2025-04-27 12:15:00,2025-04-27 13:00:00,2025-04-27 13:01:00,2025-04-27 13:53:00,45,52,233,143,Retardé
1110,WS577,2025-04-27,WS,17,YYC,YEG,2025-04-27 13:40:00,2025-04-27 14:09:00,2025-04-27 14:38:00,2025-04-27 15:04:00,29,26,244,110,Retardé
1111,AC1820,2025-04-27,AC,12,LHR,YYZ,2025-04-27 15:30:00,2025-04-27 15:34:00,2025-04-27 23:05:00,2025-04-27 23:15:00,4,10,5707,250,À l'heure
1112,DL1167,2025-04-27,DL,51,YUL,JFK,2025-04-27 19:20:00,2025-04-27 20:04:00,2025-04-27 20:22:00,2025-04-27 21:12:00,44,50,537,101,Retardé
1113,PD1223,2025-04-28,PD,31,YUL,YYZ,2025-04-28 08:10:00,2025-04-28 08:18:00,2025-04-28 09:21:00,2025-04-28 09:34:00,8,13,507,58,À l'heure
1114,PD1125,2025-04-28,PD,31,YHZ,YUL,2025-04-28 15:25:00,2025-04-28 15:25:00,2025-04-28 16:49:00,2025-04-28 16:56:00,0,7,804,51,À l'heure
1115,AC647,2025-04-28,AC,8,YUL,YVR,2025-04-28 18:05:00,2025-04-28 18:00:00,2025-04-28 23:06:00,2025-04-28 22:50:00,-5,-16,3682,134,À l'heure
1116,AC1720,2025-04-28,AC,16,CDG,YUL,2025-04-28 18:30:00,2025-04-28 18:37:00,2025-04-29 02:02:00,2025-04-29 02:18:00,7,16,5523,245,Retardé
1117,AF370,2025-04-28,AF,60,YUL,CDG,2025-04-28 18:40:00,2025-04-28 19:31:00,2025-04-29 02:10:00,2025-04-29 02:58:00,51,48,5523,276,Retardé
1118,F8663,2025-04-29,F8,42,YVR,YYZ,2025-04-29 07:40:00,2025-04-29 07:43:00,2025-04-29 12:33:00,2025-04-29 12:32:00,3,-1,3346,154,À l'heure
1119,UA596,2025-04-29,UA,45,YUL,ORD,2025-04-29 12:05:00,2025-04-29 12:35:00,2025-04-29 14:11:00,2025-04-29 14:31:00,30,20,1201,116,Retardé
1120,F81922,2025-04-29,F8,40,YYC,YWG,2025-04-29 12:45:00,2025-04-29 12:44:00,2025-04-29 14:40:00,2025-04-29 14:36:00,-1,-4,1191,148,À l'heure
1121,PD624,2025-04-29,PD,28,YUL,YHZ,2025-04-29 13:05:00,2025-04-29 13:05:00,2025-04-29 14:40:00,2025-04-29 14:28:00,0,-12,804,101,À l'heure
1122,AC503,2025-04-29,AC,1,YYZ,YOW,2025-04-29 13:05:00,2025-04-29 13:07:00,2025-04-29 14:12:00,2025-04-29 14:11:00,2,-1,363,106,À l'heure
1123,AC1781,2025-04-29,AC,4,YYC,YUL,2025-04-29 17:35:00,2025-04-29 17:55:00,2025-04-29 21:58:00,2025-04-29 22:22:00,20,24,3005,177,Retardé
1124,PD305,2025-04-29,PD,26,YOW,YYZ,2025-04-29 17:50:00,2025-04-29 17:56:00,2025-04-29 18:39:00,2025-04-29 18:35:00,6,-4,363,121,À l'heure
1125,WS1185,2025-04-29,WS,18,YYZ,YHZ,2025-04-29 18:30:00,2025-04-29 18:36:00,2025-04-29 20:32:00,2025-04-29 20:37:00,6,5,1288,156,À l'heure
1126,WS1238,2025-04-29,WS,20,YVR,YEG,2025-04-29 20:20:00,2025-04-29 20:38:00,2025-04-29 21:46:00,2025-04-29 22:03:00,18,17,809,158,Retardé
1127,DL1648,2025-04-29,DL,51,JFK,YUL,2025-04-29 20:30:00,2025-04-29 21:00:00,2025-04-29 21:41:00,2025-04-29 22:07:00,30,26,537,91,Retardé
1128,WS1830,2025-04-30,WS,19,YEG,YYC,2025-04-30 07:10:00,2025-04-30 07:10:00,2025-04-30 07:51:00,2025-04-30 07:43:00,0,-8,244,160,À l'heure
1129,AC646,2025-04-30,AC,7,YYC,YUL,2025-04-30 11:00:00,,2025-04-30 15:13:00,,,,3005,,Annulé
1130,WS782,2025-04-30,WS,18,YUL,YVR,2025-04-30 11:55:00,2025-04-30 11:53:00,2025-04-30 17:02:00,2025-04-30 16:51:00,-2,-11,3682,111,À l'heure
1131,AC500,2025-04-30,AC,10,YUL,CUN,2025-04-30 13:05:00,2025-04-30 13:16:00,2025-04-30 17:15:00,2025-04-30 17:23:00,11,8,2970,151,À l'heure
1132,WS1705,2025-04-30,WS,20,YYZ,YVR,2025-04-30 13:20:00,2025-04-30 13:18:00,2025-04-30 17:56:00,2025-04-30 17:57:00,-2,1,3346,143,À l'heure
1133,AC1786,2025-04-30,AC,7,YVR,YEG,2025-04-30 13:35:00,2025-04-30 13:43:00,2025-04-30 14:59:00,2025-04-30 15:01:00,8,2,809,167,À l'heure
1134,UA1214,2025-04-30,UA,46,YUL,ORD,2025-04-30 13:45:00,2025-04-30 13:49:00,2025-04-30 15:39:00,2025-04-30 15:39:00,4,0,1201,170,À l'heure
1135,AC1778,2025-04-30,AC,7,YUL,YYZ,2025-04-30 13:50:00,2025-04-30 15:26:00,2025-04-30 15:07:00,2025-04-30 16:53:00,96,106,507,147,Retardé
1136,F8282,2025-04-30,F8,41,YWG,YYC,2025-04-30 14:10:00,2025-04-30 14:14:00,2025-04-30 16:19:00,2025-04-30 16:17:00,4,-2,1191,115,À l'heure
1137,DL891,2025-04-30,DL,50,JFK,YUL,2025-04-30 14:30:00,2025-04-30 14:32:00,2025-04-30 15:47:00,2025-04-30 15:48:00,2,1,537,112,À l'heure
1138,AC1305,2025-04-30,AC,2,YUL,YVR,2025-04-30 19:25:00,2025-04-30 23:05:00,2025-05-01 00:27:00,2025-05-01 03:56:00,220,209,3682,133,Retardé
1139,AC250,2025-05-01,AC,3,YOW,YYZ,2025-05-01 06:40:00,2025-05-01 06:43:00,2025-05-01 07:47:00,2025-05-01 07:43:00,3,-4,363,157,À l'heure
1140,PD1208,2025-05-01,PD,26,YQB,YUL,2025-05-01 06:55:00,2025-05-01 06:57:00,2025-05-01 07:42:00,2025-05-01 07:38:00,2,-4,233,115,À l'heure
1141,AC275,2025-05-01,AC,1,YUL,JFK,2025-05-01 07:25:00,2025-05-01 07:25:00,2025-05-01 08:39:00,2025-05-01 08:49:00,0,10,537,96,À l'heure
1142,AC1801,2025-05-01,AC,1,YYC,YYZ,2025-05-01 07:30:00,2025-05-01 07:30:00,2025-05-01 11:34:00,2025-05-01 11:28:00,0,-6,2689,99,À l'heure
1143,AC1308,2025-05-01,AC,2,YHZ,YUL,2025-05-01 12:10:00,2025-05-01 12:11:00,2025-05-01 13:40:00,2025-05-01 13:34:00,1,-6,804,86,À l'heure
1144,AC657,2025-05-01,AC,15,LHR,YYZ,2025-05-01 14:20:00,2025-05-01 14:14:00,2025-05-01 21:55:00,2025-05-01 21:42:00,-6,-13,5707,268,À l'heure
1145,UA1087,2025-05-01,UA,47,YYZ,ORD,2025-05-01 17:15:00,2025-05-01 17:18:00,2025-05-01 18:48:00,2025-05-01 18:55:00,3,7,701,159,À l'heure
1146,AC191,2025-05-01,AC,4,YYZ,YOW,2025-05-01 21:05:00,2025-05-01 21:10:00,2025-05-01 22:03:00,2025-05-01 21:58:00,5,-5,363,171,À l'heure
1147,UA1513,2025-05-02,UA,43,ORD,YYZ,2025-05-02 06:40:00,2025-05-02 08:46:00,2025-05-02 08:11:00,2025-05-02 10:05:00,126,114,701,167,Retardé
1148,AC1694,2025-05-02,AC,1,YUL,CUN,2025-05-02 08:10:00,2025-05-02 08:16:00,2025-05-02 12:30:00,2025-05-02 12:31:00,6,1,2970,110,À l'heure
1149,AC1381,2025-05-02,AC,2,YVR,YUL,2025-05-02 08:55:00,2025-05-02 08:53:00,2025-05-02 14:03:00,2025-05-02 13:58:00,-2,-5,3682,115,À l'heure
1150,TS551,2025-05-02,TS,35,CUN,YUL,2025-05-02 09:25:00,2025-05-02 09:26:00,2025-05-02 13:32:00,2025-05-02 13:31:00,1,-1,2970,124,À l'heure
1151,F8539,2025-05-02,F8,42,YYZ,YYC,2025-05-02 10:50:00,2025-05-02 10:50:00,2025-05-02 14:52:00,2025-05-02 14:58:00,0,6,2689,124,À l'heure
1152,WS1057,2025-05-02,WS,20,YYC,YYZ,2025-05-02 11:15:00,2025-05-02 11:10:00,2025-05-02 15:05:00,2025-05-02 15:03:00,-5,-2,2689,127,À l'heure
1153,AC1204,2025-05-02,AC,9,YYZ,YWG,2025-05-02 12:15:00,2025-05-02 12:17:00,2025-05-02 14:39:00,2025-05-02 14:38:00,2,-1,1504,118,À l'heure
1154,AC1390,2025-05-02,AC,9,YUL,YYZ,2025-05-02 15:10:00,2025-05-02 15:09:00,2025-05-02 16:18:00,2025-05-02 16:06:00,-1,-12,507,162,À l'heure
1155,WS1246,2025-05-02,WS,20,YYZ,YHZ,2025-05-02 15:30:00,2025-05-02 15:31:00,2025-05-02 17:41:00,2025-05-02 17:41:00,1,0,1288,143,À l'heure
1156,DL1152,2025-05-02,DL,53,LAX,YVR,2025-05-02 17:25:00,2025-05-02 20:41:00,2025-05-02 20:07:00,2025-05-02 23:24:00,196,197,1741,122,Retardé
1157,WS1645,2025-05-02,WS,17,YEG,YVR,2025-05-02 17:30:00,2025-05-02 17:40:00,2025-05-02 18:55:00,2025-05-02 19:02:00,10,7,809,147,À l'heure
1158,TS1093,2025-05-02,TS,36,CDG,YUL,2025-05-02 18:00:00,2025-05-02 18:18:00,2025-05-03 01:37:00,2025-05-03 01:49:00,18,12,5523,203,À l'heure
1159,AC159,2025-05-02,AC,15,YUL,LHR,2025-05-02 21:55:00,2025-05-02 22:28:00,2025-05-03 04:54:00,2025-05-03 05:37:00,33,43,5215,216,Retardé
1160,PD431,2025-05-03,PD,26,YOW,YUL,2025-05-03 08:15:00,2025-05-03 08:17:00,2025-05-03 08:51:00,2025-05-03 08:56:00,2,5,151,98,À l'heure
1161,AC1739,2025-05-03,AC,1,YYZ,YUL,2025-05-03 09:50:00,2025-05-03 09:59:00,2025-05-03 10:52:00,2025-05-03 10:50:00,9,-2,507,120,À l'heure
1162,AC466,2025-05-03,AC,15,LHR,YUL,2025-05-03 10:35:00,2025-05-03 10:36:00,2025-05-03 17:35:00,2025-05-03 17:26:00,1,-9,5215,218,À l'heure
1163,WS1587,2025-05-03,WS,18,YYC,YEG,2025-05-03 12:20:00,2025-05-03 12:22:00,2025-05-03 13:04:00,2025-05-03 13:09:00,2,5,244,130,À l'heure
1164,PD372,2025-05-03,PD,29,YYZ,YUL,2025-05-03 14:15:00,2025-05-03 14:12:00,2025-05-03 15:32:00,2025-05-03 15:22:00,-3,-10,507,54,À l'heure
1165,WS717,2025-05-03,WS,20,YVR,YUL,2025-05-03 15:00:00,2025-05-03 15:07:00,2025-05-03 20:13:00,2025-05-03 20:20:00,7,7,3682,124,À l'heure
1166,AC1735,2025-05-03,AC,7,YYZ,YUL,2025-05-03 16:05:00,2025-05-03 16:12:00,2025-05-03 17:05:00,2025-05-03 17:13:00,7,8,507,138,À l'heure
1167,PD1667,2025-05-03,PD,31,YUL,YOW,2025-05-03 17:55:00,2025-05-03 17:59:00,2025-05-03 18:37:00,2025-05-03 18:34:00,4,-3,151,75,À l'heure
1168,PD1924,2025-05-03,PD,30,YUL,YHZ,2025-05-03 21:35:00,2025-05-03 21:35:00,2025-05-03 23:01:00,2025-05-03 23:00:00,0,-1,804,57,À l'heure
1169,WS449,2025-05-04,WS,18,CUN,YUL,2025-05-04 06:45:00,2025-05-04 06:56:00,2025-05-04 11:04:00,2025-05-04 11:20:00,11,16,2970,148,Retardé
